domain_id,keyword,device,country_code,language,last_updated,added,position,volume,sticky,history,last_result,url,tags,updating,last_update_error,sc_data,uid,city,created_at,updated_at
1,keyword_1_5,desktop,US,English,2024-11-27T05:11:14.774Z,2024-11-27T05:11:14.774Z,3,278,true,"{""2024-11-27 05:11:14"":67,""2024-11-26 05:11:14"":39,""2024-11-25 05:11:14"":3,""2024-11-24 05:11:14"":57,""2024-11-23 05:11:14"":86,""2024-11-22 05:11:14"":22,""2024-11-21 05:11:14"":86,""2024-11-20 05:11:14"":34,""2024-11-19 05:11:14"":62,""2024-11-18 05:11:14"":79,""2024-11-17 05:11:14"":9,""2024-11-16 05:11:14"":24,""2024-11-15 05:11:14"":69,""2024-11-14 05:11:14"":79,""2024-11-13 05:11:14"":18,""2024-11-12 05:11:14"":63,""2024-11-11 05:11:14"":44,""2024-11-10 05:11:14"":32,""2024-11-09 05:11:14"":20,""2024-11-08 05:11:14"":38}",[],http://example.com/6,[],true,{},2024-11-27T05:11:14.774Z,uid_6,City 6,2024-11-27T05:11:14.774Z,2024-11-27T05:11:14.774Z
1,keyword_1_5,mobile,US,English,2024-11-27T05:11:14.774Z,2024-11-27T05:11:14.774Z,3,75,true,"{""2024-11-27 05:11:14"":67,""2024-11-26 05:11:14"":39,""2024-11-25 05:11:14"":3,""2024-11-24 05:11:14"":57,""2024-11-23 05:11:14"":86,""2024-11-22 05:11:14"":22,""2024-11-21 05:11:14"":86,""2024-11-20 05:11:14"":34,""2024-11-19 05:11:14"":62,""2024-11-18 05:11:14"":79,""2024-11-17 05:11:14"":9,""2024-11-16 05:11:14"":24,""2024-11-15 05:11:14"":69,""2024-11-14 05:11:14"":79,""2024-11-13 05:11:14"":18,""2024-11-12 05:11:14"":63,""2024-11-11 05:11:14"":44,""2024-11-10 05:11:14"":32,""2024-11-09 05:11:14"":20,""2024-11-08 05:11:14"":38}",[],http://example.com/6,[],true,{},2024-11-27T05:11:14.774Z,uid_6,City 6,2024-11-27T05:11:14.774Z,2024-11-27T05:11:14.774Z
1,keyword_1_6,desktop,US,English,2024-11-27T05:11:14.774Z,2024-11-27T05:11:14.774Z,0,82,true,"{""2024-11-27 05:11:14"":38,""2024-11-26 05:11:14"":21,""2024-11-25 05:11:14"":15,""2024-11-24 05:11:14"":15,""2024-11-23 05:11:14"":83,""2024-11-22 05:11:14"":45,""2024-11-21 05:11:14"":87,""2024-11-20 05:11:14"":54,""2024-11-19 05:11:14"":0,""2024-11-18 05:11:14"":11,""2024-11-17 05:11:14"":28,""2024-11-16 05:11:14"":82,""2024-11-15 05:11:14"":41,""2024-11-14 05:11:14"":63,""2024-11-13 05:11:14"":31,""2024-11-12 05:11:14"":49,""2024-11-11 05:11:14"":43,""2024-11-10 05:11:14"":49,""2024-11-09 05:11:14"":55,""2024-11-08 05:11:14"":55}",[],http://example.com/7,[],false,{},2024-11-27T05:11:14.774Z,uid_7,City 7,2024-11-27T05:11:14.774Z,2024-11-27T05:11:14.774Z
1,keyword_1_6,mobile,US,English,2024-11-27T05:11:14.774Z,2024-11-27T05:11:14.774Z,0,27,false,"{""2024-11-27 05:11:14"":38,""2024-11-26 05:11:14"":21,""2024-11-25 05:11:14"":15,""2024-11-24 05:11:14"":15,""2024-11-23 05:11:14"":83,""2024-11-22 05:11:14"":45,""2024-11-21 05:11:14"":87,""2024-11-20 05:11:14"":54,""2024-11-19 05:11:14"":0,""2024-11-18 05:11:14"":11,""2024-11-17 05:11:14"":28,""2024-11-16 05:11:14"":82,""2024-11-15 05:11:14"":41,""2024-11-14 05:11:14"":63,""2024-11-13 05:11:14"":31,""2024-11-12 05:11:14"":49,""2024-11-11 05:11:14"":43,""2024-11-10 05:11:14"":49,""2024-11-09 05:11:14"":55,""2024-11-08 05:11:14"":55}",[],http://example.com/7,[],true,{},2024-11-27T05:11:14.774Z,uid_7,City 7,2024-11-27T05:11:14.774Z,2024-11-27T05:11:14.774Z
1,keyword_1_7,desktop,US,English,2024-11-27T05:11:14.774Z,2024-11-27T05:11:14.774Z,5,519,false,"{""2024-11-27 05:11:14"":72,""2024-11-26 05:11:14"":37,""2024-11-25 05:11:14"":70,""2024-11-24 05:11:14"":44,""2024-11-23 05:11:14"":70,""2024-11-22 05:11:14"":27,""2024-11-21 05:11:14"":90,""2024-11-20 05:11:14"":55,""2024-11-19 05:11:14"":23,""2024-11-18 05:11:14"":56,""2024-11-17 05:11:14"":64,""2024-11-16 05:11:14"":59,""2024-11-15 05:11:14"":91,""2024-11-14 05:11:14"":96,""2024-11-13 05:11:14"":5,""2024-11-12 05:11:14"":67,""2024-11-11 05:11:14"":21,""2024-11-10 05:11:14"":93,""2024-11-09 05:11:14"":58,""2024-11-08 05:11:14"":79}",[],http://example.com/8,[],true,{},2024-11-27T05:11:14.774Z,uid_8,City 8,2024-11-27T05:11:14.774Z,2024-11-27T05:11:14.774Z
1,keyword_1_7,mobile,US,English,2024-11-27T05:11:14.774Z,2024-11-27T05:11:14.774Z,5,531,false,"{""2024-11-27 05:11:14"":72,""2024-11-26 05:11:14"":37,""2024-11-25 05:11:14"":70,""2024-11-24 05:11:14"":44,""2024-11-23 05:11:14"":70,""2024-11-22 05:11:14"":27,""2024-11-21 05:11:14"":90,""2024-11-20 05:11:14"":55,""2024-11-19 05:11:14"":23,""2024-11-18 05:11:14"":56,""2024-11-17 05:11:14"":64,""2024-11-16 05:11:14"":59,""2024-11-15 05:11:14"":91,""2024-11-14 05:11:14"":96,""2024-11-13 05:11:14"":5,""2024-11-12 05:11:14"":67,""2024-11-11 05:11:14"":21,""2024-11-10 05:11:14"":93,""2024-11-09 05:11:14"":58,""2024-11-08 05:11:14"":79}",[],http://example.com/8,[],false,{},2024-11-27T05:11:14.774Z,uid_8,City 8,2024-11-27T05:11:14.774Z,2024-11-27T05:11:14.774Z
1,keyword_1_8,desktop,US,English,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z,6,938,false,"{""2024-11-27 05:11:14"":27,""2024-11-26 05:11:14"":49,""2024-11-25 05:11:14"":58,""2024-11-24 05:11:14"":36,""2024-11-23 05:11:14"":56,""2024-11-22 05:11:14"":38,""2024-11-21 05:11:14"":98,""2024-11-20 05:11:14"":45,""2024-11-19 05:11:14"":54,""2024-11-18 05:11:14"":48,""2024-11-17 05:11:14"":74,""2024-11-16 05:11:14"":24,""2024-11-15 05:11:14"":98,""2024-11-14 05:11:14"":39,""2024-11-13 05:11:14"":47,""2024-11-12 05:11:14"":88,""2024-11-11 05:11:14"":62,""2024-11-10 05:11:14"":67,""2024-11-09 05:11:14"":6,""2024-11-08 05:11:14"":14}",[],http://example.com/9,[],true,{},2024-11-27T05:11:14.775Z,uid_9,City 9,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z
1,keyword_1_8,mobile,US,English,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z,6,955,true,"{""2024-11-27 05:11:14"":27,""2024-11-26 05:11:14"":49,""2024-11-25 05:11:14"":58,""2024-11-24 05:11:14"":36,""2024-11-23 05:11:14"":56,""2024-11-22 05:11:14"":38,""2024-11-21 05:11:14"":98,""2024-11-20 05:11:14"":45,""2024-11-19 05:11:14"":54,""2024-11-18 05:11:14"":48,""2024-11-17 05:11:14"":74,""2024-11-16 05:11:14"":24,""2024-11-15 05:11:14"":98,""2024-11-14 05:11:14"":39,""2024-11-13 05:11:14"":47,""2024-11-12 05:11:14"":88,""2024-11-11 05:11:14"":62,""2024-11-10 05:11:14"":67,""2024-11-09 05:11:14"":6,""2024-11-08 05:11:14"":14}",[],http://example.com/9,[],true,{},2024-11-27T05:11:14.775Z,uid_9,City 9,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z
1,keyword_1_9,desktop,US,English,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z,0,375,false,"{""2024-11-27 05:11:14"":87,""2024-11-26 05:11:14"":73,""2024-11-25 05:11:14"":99,""2024-11-24 05:11:14"":52,""2024-11-23 05:11:14"":28,""2024-11-22 05:11:14"":15,""2024-11-21 05:11:14"":3,""2024-11-20 05:11:14"":5,""2024-11-19 05:11:14"":47,""2024-11-18 05:11:14"":23,""2024-11-17 05:11:14"":66,""2024-11-16 05:11:14"":41,""2024-11-15 05:11:14"":78,""2024-11-14 05:11:14"":84,""2024-11-13 05:11:14"":0,""2024-11-12 05:11:14"":75,""2024-11-11 05:11:14"":79,""2024-11-10 05:11:14"":19,""2024-11-09 05:11:14"":69,""2024-11-08 05:11:14"":69}",[],http://example.com/10,[],false,{},2024-11-27T05:11:14.775Z,uid_10,City 10,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z
1,keyword_1_9,mobile,US,English,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z,0,207,false,"{""2024-11-27 05:11:14"":87,""2024-11-26 05:11:14"":73,""2024-11-25 05:11:14"":99,""2024-11-24 05:11:14"":52,""2024-11-23 05:11:14"":28,""2024-11-22 05:11:14"":15,""2024-11-21 05:11:14"":3,""2024-11-20 05:11:14"":5,""2024-11-19 05:11:14"":47,""2024-11-18 05:11:14"":23,""2024-11-17 05:11:14"":66,""2024-11-16 05:11:14"":41,""2024-11-15 05:11:14"":78,""2024-11-14 05:11:14"":84,""2024-11-13 05:11:14"":0,""2024-11-12 05:11:14"":75,""2024-11-11 05:11:14"":79,""2024-11-10 05:11:14"":19,""2024-11-09 05:11:14"":69,""2024-11-08 05:11:14"":69}",[],http://example.com/10,[],true,{},2024-11-27T05:11:14.775Z,uid_10,City 10,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z
1,keyword_1_10,desktop,US,English,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z,3,175,true,"{""2024-11-27 05:11:14"":81,""2024-11-26 05:11:14"":84,""2024-11-25 05:11:14"":3,""2024-11-24 05:11:14"":49,""2024-11-23 05:11:14"":87,""2024-11-22 05:11:14"":55,""2024-11-21 05:11:14"":4,""2024-11-20 05:11:14"":77,""2024-11-19 05:11:14"":8,""2024-11-18 05:11:14"":34,""2024-11-17 05:11:14"":51,""2024-11-16 05:11:14"":55,""2024-11-15 05:11:14"":69,""2024-11-14 05:11:14"":47,""2024-11-13 05:11:14"":28,""2024-11-12 05:11:14"":3,""2024-11-11 05:11:14"":23,""2024-11-10 05:11:14"":85,""2024-11-09 05:11:14"":17,""2024-11-08 05:11:14"":4}",[],http://example.com/11,[],false,{},2024-11-27T05:11:14.775Z,uid_11,City 11,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z
1,keyword_1_10,mobile,US,English,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z,3,76,true,"{""2024-11-27 05:11:14"":81,""2024-11-26 05:11:14"":84,""2024-11-25 05:11:14"":3,""2024-11-24 05:11:14"":49,""2024-11-23 05:11:14"":87,""2024-11-22 05:11:14"":55,""2024-11-21 05:11:14"":4,""2024-11-20 05:11:14"":77,""2024-11-19 05:11:14"":8,""2024-11-18 05:11:14"":34,""2024-11-17 05:11:14"":51,""2024-11-16 05:11:14"":55,""2024-11-15 05:11:14"":69,""2024-11-14 05:11:14"":47,""2024-11-13 05:11:14"":28,""2024-11-12 05:11:14"":3,""2024-11-11 05:11:14"":23,""2024-11-10 05:11:14"":85,""2024-11-09 05:11:14"":17,""2024-11-08 05:11:14"":4}",[],http://example.com/11,[],true,{},2024-11-27T05:11:14.775Z,uid_11,City 11,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z
1,keyword_1_11,desktop,US,English,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z,1,305,false,"{""2024-11-27 05:11:14"":94,""2024-11-26 05:11:14"":49,""2024-11-25 05:11:14"":99,""2024-11-24 05:11:14"":74,""2024-11-23 05:11:14"":1,""2024-11-22 05:11:14"":93,""2024-11-21 05:11:14"":41,""2024-11-20 05:11:14"":70,""2024-11-19 05:11:14"":40,""2024-11-18 05:11:14"":16,""2024-11-17 05:11:14"":74,""2024-11-16 05:11:14"":63,""2024-11-15 05:11:14"":88,""2024-11-14 05:11:14"":31,""2024-11-13 05:11:14"":51,""2024-11-12 05:11:14"":86,""2024-11-11 05:11:14"":92,""2024-11-10 05:11:14"":86,""2024-11-09 05:11:14"":88,""2024-11-08 05:11:14"":49}",[],http://example.com/12,[],true,{},2024-11-27T05:11:14.775Z,uid_12,City 12,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z
1,keyword_1_11,mobile,US,English,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z,1,855,false,"{""2024-11-27 05:11:14"":94,""2024-11-26 05:11:14"":49,""2024-11-25 05:11:14"":99,""2024-11-24 05:11:14"":74,""2024-11-23 05:11:14"":1,""2024-11-22 05:11:14"":93,""2024-11-21 05:11:14"":41,""2024-11-20 05:11:14"":70,""2024-11-19 05:11:14"":40,""2024-11-18 05:11:14"":16,""2024-11-17 05:11:14"":74,""2024-11-16 05:11:14"":63,""2024-11-15 05:11:14"":88,""2024-11-14 05:11:14"":31,""2024-11-13 05:11:14"":51,""2024-11-12 05:11:14"":86,""2024-11-11 05:11:14"":92,""2024-11-10 05:11:14"":86,""2024-11-09 05:11:14"":88,""2024-11-08 05:11:14"":49}",[],http://example.com/12,[],true,{},2024-11-27T05:11:14.775Z,uid_12,City 12,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z
1,keyword_1_12,desktop,US,English,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z,25,263,false,"{""2024-11-27 05:11:14"":76,""2024-11-26 05:11:14"":61,""2024-11-25 05:11:14"":68,""2024-11-24 05:11:14"":95,""2024-11-23 05:11:14"":45,""2024-11-22 05:11:14"":59,""2024-11-21 05:11:14"":51,""2024-11-20 05:11:14"":25,""2024-11-19 05:11:14"":99,""2024-11-18 05:11:14"":82,""2024-11-17 05:11:14"":32,""2024-11-16 05:11:14"":50,""2024-11-15 05:11:14"":49,""2024-11-14 05:11:14"":54,""2024-11-13 05:11:14"":80,""2024-11-12 05:11:14"":90,""2024-11-11 05:11:14"":75,""2024-11-10 05:11:14"":87,""2024-11-09 05:11:14"":50,""2024-11-08 05:11:14"":64}",[],http://example.com/13,[],false,{},2024-11-27T05:11:14.775Z,uid_13,City 13,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z
1,keyword_1_12,mobile,US,English,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z,25,717,true,"{""2024-11-27 05:11:14"":76,""2024-11-26 05:11:14"":61,""2024-11-25 05:11:14"":68,""2024-11-24 05:11:14"":95,""2024-11-23 05:11:14"":45,""2024-11-22 05:11:14"":59,""2024-11-21 05:11:14"":51,""2024-11-20 05:11:14"":25,""2024-11-19 05:11:14"":99,""2024-11-18 05:11:14"":82,""2024-11-17 05:11:14"":32,""2024-11-16 05:11:14"":50,""2024-11-15 05:11:14"":49,""2024-11-14 05:11:14"":54,""2024-11-13 05:11:14"":80,""2024-11-12 05:11:14"":90,""2024-11-11 05:11:14"":75,""2024-11-10 05:11:14"":87,""2024-11-09 05:11:14"":50,""2024-11-08 05:11:14"":64}",[],http://example.com/13,[],true,{},2024-11-27T05:11:14.775Z,uid_13,City 13,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z
1,keyword_1_13,desktop,US,English,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z,8,719,true,"{""2024-11-27 05:11:14"":36,""2024-11-26 05:11:14"":34,""2024-11-25 05:11:14"":42,""2024-11-24 05:11:14"":88,""2024-11-23 05:11:14"":39,""2024-11-22 05:11:14"":73,""2024-11-21 05:11:14"":11,""2024-11-20 05:11:14"":17,""2024-11-19 05:11:14"":54,""2024-11-18 05:11:14"":75,""2024-11-17 05:11:14"":54,""2024-11-16 05:11:14"":39,""2024-11-15 05:11:14"":75,""2024-11-14 05:11:14"":74,""2024-11-13 05:11:14"":60,""2024-11-12 05:11:14"":8,""2024-11-11 05:11:14"":62,""2024-11-10 05:11:14"":39,""2024-11-09 05:11:14"":14,""2024-11-08 05:11:14"":32}",[],http://example.com/14,[],false,{},2024-11-27T05:11:14.775Z,uid_14,City 14,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z
1,keyword_1_13,mobile,US,English,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z,8,36,false,"{""2024-11-27 05:11:14"":36,""2024-11-26 05:11:14"":34,""2024-11-25 05:11:14"":42,""2024-11-24 05:11:14"":88,""2024-11-23 05:11:14"":39,""2024-11-22 05:11:14"":73,""2024-11-21 05:11:14"":11,""2024-11-20 05:11:14"":17,""2024-11-19 05:11:14"":54,""2024-11-18 05:11:14"":75,""2024-11-17 05:11:14"":54,""2024-11-16 05:11:14"":39,""2024-11-15 05:11:14"":75,""2024-11-14 05:11:14"":74,""2024-11-13 05:11:14"":60,""2024-11-12 05:11:14"":8,""2024-11-11 05:11:14"":62,""2024-11-10 05:11:14"":39,""2024-11-09 05:11:14"":14,""2024-11-08 05:11:14"":32}",[],http://example.com/14,[],false,{},2024-11-27T05:11:14.775Z,uid_14,City 14,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z
1,keyword_1_14,desktop,US,English,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z,2,709,true,"{""2024-11-27 05:11:14"":92,""2024-11-26 05:11:14"":90,""2024-11-25 05:11:14"":51,""2024-11-24 05:11:14"":59,""2024-11-23 05:11:14"":64,""2024-11-22 05:11:14"":51,""2024-11-21 05:11:14"":79,""2024-11-20 05:11:14"":77,""2024-11-19 05:11:14"":6,""2024-11-18 05:11:14"":72,""2024-11-17 05:11:14"":73,""2024-11-16 05:11:14"":75,""2024-11-15 05:11:14"":76,""2024-11-14 05:11:14"":75,""2024-11-13 05:11:14"":26,""2024-11-12 05:11:14"":2,""2024-11-11 05:11:14"":13,""2024-11-10 05:11:14"":46,""2024-11-09 05:11:14"":19,""2024-11-08 05:11:14"":11}",[],http://example.com/15,[],false,{},2024-11-27T05:11:14.775Z,uid_15,City 15,2024-11-27T05:11:14.775Z,2024-11-27T05:11:14.775Z
